Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT3,NOX,5/1/2017 6:00,81.5,ug m-3 as NO2,R
CT3,NOX,5/1/2017 7:00,121.7,ug m-3 as NO2,R
CT3,NOX,5/1/2017 8:00,117.4,ug m-3 as NO2,R
CT3,NOX,5/1/2017 9:00,157.5,ug m-3 as NO2,R
CT3,NOX,5/1/2017 10:00,147.39999,ug m-3 as NO2,R
CT3,NOX,5/1/2017 11:00,153.2,ug m-3 as NO2,R
CT3,NOX,5/1/2017 12:00,200.10001,ug m-3 as NO2,R
CT3,NOX,5/1/2017 13:00,300.89999,ug m-3 as NO2,R
CT3,NOX,5/1/2017 14:00,149.10001,ug m-3 as NO2,R
CT3,NOX,5/1/2017 15:00,125.4,ug m-3 as NO2,R
CT3,NOX,5/1/2017 16:00,164.89999,ug m-3 as NO2,R
CT3,NOX,5/1/2017 17:00,204.7,ug m-3 as NO2,R
CT3,NOX,5/1/2017 18:00,272.60001,ug m-3 as NO2,R
CT3,NOX,5/1/2017 19:00,328.29999,ug m-3 as NO2,R
CT3,NOX,5/1/2017 20:00,443.89999,ug m-3 as NO2,R
CT3,NOX,5/1/2017 21:00,366.29999,ug m-3 as NO2,R
CT3,NOX,5/1/2017 22:00,319.60001,ug m-3 as NO2,R
CT3,NOX,5/1/2017 23:00,272.60001,ug m-3 as NO2,R
CT3,NOX,6/1/2017 0:00,376.39999,ug m-3 as NO2,R
CT3,NOX,6/1/2017 1:00,395.79999,ug m-3 as NO2,R
CT3,NOX,6/1/2017 2:00,260.60001,ug m-3 as NO2,R
CT3,NOX,6/1/2017 3:00,251.7,ug m-3 as NO2,R
CT3,NOX,6/1/2017 4:00,321.79999,ug m-3 as NO2,R
CT3,NOX,6/1/2017 5:00,280.20001,ug m-3 as NO2,R
CT3,NOX,6/1/2017 6:00,193.7,ug m-3 as NO2,R
CT3,NOX,6/1/2017 7:00,152.3,ug m-3 as NO2,R
CT3,NOX,6/1/2017 8:00,149.10001,ug m-3 as NO2,R
CT3,NOX,6/1/2017 9:00,129.39999,ug m-3 as NO2,R
CT3,NOX,6/1/2017 10:00,,ug m-3 as NO2,R
CT3,NOX,6/1/2017 11:00,,ug m-3 as NO2,R
CT3,NOX,6/1/2017 12:00,89.1,ug m-3 as NO2,R
CT3,NOX,6/1/2017 13:00,84.1,ug m-3 as NO2,R
CT3,NOX,6/1/2017 14:00,72.1,ug m-3 as NO2,R
CT3,NOX,6/1/2017 15:00,78.5,ug m-3 as NO2,R
CT3,NOX,6/1/2017 16:00,79.4,ug m-3 as NO2,R
CT3,NOX,6/1/2017 17:00,90.5,ug m-3 as NO2,R
CT3,NOX,6/1/2017 18:00,66.8,ug m-3 as NO2,R
CT3,NOX,6/1/2017 19:00,57.8,ug m-3 as NO2,R
CT3,NOX,6/1/2017 20:00,46.5,ug m-3 as NO2,R
CT3,NOX,6/1/2017 21:00,43.3,ug m-3 as NO2,R
CT3,NOX,6/1/2017 22:00,33.4,ug m-3 as NO2,R
CT3,NOX,6/1/2017 23:00,29.1,ug m-3 as NO2,R
CT3,NOX,7/1/2017 0:00,20.8,ug m-3 as NO2,R
CT3,NOX,7/1/2017 1:00,18.8,ug m-3 as NO2,R
CT3,NOX,7/1/2017 2:00,18.5,ug m-3 as NO2,R
CT3,NOX,7/1/2017 3:00,22.3,ug m-3 as NO2,R
CT3,NOX,7/1/2017 4:00,26,ug m-3 as NO2,R
CT3,NOX,7/1/2017 5:00,37.1,ug m-3 as NO2,R
CT3,NOX,7/1/2017 6:00,60.6,ug m-3 as NO2,R
CT3,NOX,7/1/2017 7:00,92.8,ug m-3 as NO2,R
CT3,NOX,7/1/2017 8:00,105,ug m-3 as NO2,R
CT3,NOX,7/1/2017 9:00,143.60001,ug m-3 as NO2,R
CT3,NOX,7/1/2017 10:00,131.10001,ug m-3 as NO2,R
CT3,NOX,7/1/2017 11:00,133.10001,ug m-3 as NO2,R
CT3,NOX,7/1/2017 12:00,121.9,ug m-3 as NO2,R
CT3,NOX,7/1/2017 13:00,80.7,ug m-3 as NO2,R
CT3,NOX,7/1/2017 14:00,85.3,ug m-3 as NO2,R
CT3,NOX,7/1/2017 15:00,101.7,ug m-3 as NO2,R
CT3,NOX,7/1/2017 16:00,94.9,ug m-3 as NO2,R
CT3,NOX,7/1/2017 17:00,113.1,ug m-3 as NO2,R
CT3,NOX,7/1/2017 18:00,109.2,ug m-3 as NO2,R
CT3,NOX,7/1/2017 19:00,127.7,ug m-3 as NO2,R
CT3,NOX,7/1/2017 20:00,138.60001,ug m-3 as NO2,R
CT3,NOX,7/1/2017 21:00,228.3,ug m-3 as NO2,R
CT3,NOX,7/1/2017 22:00,203.3,ug m-3 as NO2,R
CT3,NOX,7/1/2017 23:00,119.1,ug m-3 as NO2,R
CT3,NOX,8/1/2017 0:00,118.7,ug m-3 as NO2,R
CT3,NOX,8/1/2017 1:00,90.4,ug m-3 as NO2,R
CT3,NOX,8/1/2017 2:00,76,ug m-3 as NO2,R
CT3,NOX,8/1/2017 3:00,64.6,ug m-3 as NO2,R
CT3,NOX,8/1/2017 4:00,66.4,ug m-3 as NO2,R
CT3,NOX,8/1/2017 5:00,60.1,ug m-3 as NO2,R
CT3,NOX,8/1/2017 6:00,97.8,ug m-3 as NO2,R
CT3,NOX,8/1/2017 7:00,124.8,ug m-3 as NO2,R
CT3,NOX,8/1/2017 8:00,113.4,ug m-3 as NO2,R
CT3,NOX,8/1/2017 9:00,164.7,ug m-3 as NO2,R
CT3,NOX,8/1/2017 10:00,159,ug m-3 as NO2,R
CT3,NOX,8/1/2017 11:00,105.4,ug m-3 as NO2,R
CT3,NOX,8/1/2017 12:00,82,ug m-3 as NO2,R
CT3,NOX,8/1/2017 13:00,77.8,ug m-3 as NO2,R
CT3,NOX,8/1/2017 14:00,60.8,ug m-3 as NO2,R
CT3,NOX,8/1/2017 15:00,66.2,ug m-3 as NO2,R
CT3,NOX,8/1/2017 16:00,65.3,ug m-3 as NO2,R
CT3,NOX,8/1/2017 17:00,89.4,ug m-3 as NO2,R
CT3,NOX,8/1/2017 18:00,75.7,ug m-3 as NO2,R
CT3,NOX,8/1/2017 19:00,78.2,ug m-3 as NO2,R
CT3,NOX,8/1/2017 20:00,87.7,ug m-3 as NO2,R
CT3,NOX,8/1/2017 21:00,80.5,ug m-3 as NO2,R
CT3,NOX,8/1/2017 22:00,85.4,ug m-3 as NO2,R
CT3,NOX,8/1/2017 23:00,58.9,ug m-3 as NO2,R
CT3,NOX,9/1/2017 0:00,30.9,ug m-3 as NO2,R
CT3,NOX,9/1/2017 1:00,23.7,ug m-3 as NO2,R
CT3,NOX,9/1/2017 2:00,20.3,ug m-3 as NO2,R
CT3,NOX,9/1/2017 3:00,22.7,ug m-3 as NO2,R
CT3,NOX,9/1/2017 4:00,24.1,ug m-3 as NO2,R
CT3,NOX,9/1/2017 5:00,29.6,ug m-3 as NO2,R
CT3,NOX,9/1/2017 6:00,49.5,ug m-3 as NO2,R
CT3,NOX,9/1/2017 7:00,70,ug m-3 as NO2,R
CT3,NOX,9/1/2017 8:00,69.5,ug m-3 as NO2,R
CT3,NOX,9/1/2017 9:00,75.4,ug m-3 as NO2,R
CT3,NOX,9/1/2017 10:00,73.2,ug m-3 as NO2,R
CT3,NOX,9/1/2017 11:00,57.9,ug m-3 as NO2,R
CT3,NOX,9/1/2017 12:00,53.7,ug m-3 as NO2,R
CT3,NOX,9/1/2017 13:00,61.4,ug m-3 as NO2,R
CT3,NOX,9/1/2017 14:00,55.8,ug m-3 as NO2,R
CT3,NOX,9/1/2017 15:00,47.7,ug m-3 as NO2,R
CT3,NOX,9/1/2017 16:00,45.2,ug m-3 as NO2,R
CT3,NOX,9/1/2017 17:00,45.5,ug m-3 as NO2,R
CT3,NOX,9/1/2017 18:00,74.2,ug m-3 as NO2,R
CT3,NOX,9/1/2017 19:00,67.3,ug m-3 as NO2,R
CT3,NOX,9/1/2017 20:00,79.5,ug m-3 as NO2,R
CT3,NOX,9/1/2017 21:00,86.9,ug m-3 as NO2,R
CT3,NOX,9/1/2017 22:00,75.5,ug m-3 as NO2,R
CT3,NOX,9/1/2017 23:00,50.1,ug m-3 as NO2,R
CT3,NOX,10/1/2017 0:00,47.6,ug m-3 as NO2,R
CT3,NOX,10/1/2017 1:00,39,ug m-3 as NO2,R
CT3,NOX,10/1/2017 2:00,36.2,ug m-3 as NO2,R
CT3,NOX,10/1/2017 3:00,33.9,ug m-3 as NO2,R
CT3,NOX,10/1/2017 4:00,36.1,ug m-3 as NO2,R
CT3,NOX,10/1/2017 5:00,50.6,ug m-3 as NO2,R
CT3,NOX,10/1/2017 6:00,58.4,ug m-3 as NO2,R
CT3,NOX,10/1/2017 7:00,102.4,ug m-3 as NO2,R
CT3,NOX,10/1/2017 8:00,156.89999,ug m-3 as NO2,R
CT3,NOX,10/1/2017 9:00,175.89999,ug m-3 as NO2,R
CT3,NOX,10/1/2017 10:00,182.3,ug m-3 as NO2,R
CT3,NOX,10/1/2017 11:00,136,ug m-3 as NO2,R
CT3,NOX,10/1/2017 12:00,113.5,ug m-3 as NO2,R
CT3,NOX,10/1/2017 13:00,109.7,ug m-3 as NO2,R
CT3,NOX,10/1/2017 14:00,87.5,ug m-3 as NO2,R
CT3,NOX,10/1/2017 15:00,120.7,ug m-3 as NO2,R
CT3,NOX,10/1/2017 16:00,98.4,ug m-3 as NO2,R
CT3,NOX,10/1/2017 17:00,112.2,ug m-3 as NO2,R
CT3,NOX,10/1/2017 18:00,124.1,ug m-3 as NO2,R
CT3,NOX,10/1/2017 19:00,94,ug m-3 as NO2,R
CT3,NOX,10/1/2017 20:00,87.1,ug m-3 as NO2,R
CT3,NOX,10/1/2017 21:00,69.7,ug m-3 as NO2,R
CT3,NOX,10/1/2017 22:00,66.9,ug m-3 as NO2,R
CT3,NOX,10/1/2017 23:00,47.7,ug m-3 as NO2,R
CT3,NOX,11/1/2017 0:00,34,ug m-3 as NO2,R
CT3,NOX,11/1/2017 1:00,24.6,ug m-3 as NO2,R
CT3,NOX,11/1/2017 2:00,20.1,ug m-3 as NO2,R
CT3,NOX,11/1/2017 3:00,19.2,ug m-3 as NO2,R
CT3,NOX,11/1/2017 4:00,25.3,ug m-3 as NO2,R
CT3,NOX,11/1/2017 5:00,34.6,ug m-3 as NO2,R
CT3,NOX,11/1/2017 6:00,66.5,ug m-3 as NO2,R
CT3,NOX,11/1/2017 7:00,91,ug m-3 as NO2,R
CT3,NOX,11/1/2017 8:00,119.5,ug m-3 as NO2,R
CT3,NOX,11/1/2017 9:00,177,ug m-3 as NO2,R
CT3,NOX,11/1/2017 10:00,140.7,ug m-3 as NO2,R
CT3,NOX,11/1/2017 11:00,77.9,ug m-3 as NO2,R
CT3,NOX,11/1/2017 12:00,89.4,ug m-3 as NO2,R
CT3,NOX,11/1/2017 13:00,76.2,ug m-3 as NO2,R
CT3,NOX,11/1/2017 14:00,67.4,ug m-3 as NO2,R
CT3,NOX,11/1/2017 15:00,64.4,ug m-3 as NO2,R
CT3,NOX,11/1/2017 16:00,87.7,ug m-3 as NO2,R
CT3,NOX,11/1/2017 17:00,89.7,ug m-3 as NO2,R
CT3,NOX,11/1/2017 18:00,87.6,ug m-3 as NO2,R
CT3,NOX,11/1/2017 19:00,89.7,ug m-3 as NO2,R
CT3,NOX,11/1/2017 20:00,66.1,ug m-3 as NO2,R
CT3,NOX,11/1/2017 21:00,60.8,ug m-3 as NO2,R
CT3,NOX,11/1/2017 22:00,56.7,ug m-3 as NO2,R
CT3,NOX,11/1/2017 23:00,46.3,ug m-3 as NO2,R
CT3,NOX,12/1/2017 0:00,38.8,ug m-3 as NO2,R
CT3,NOX,12/1/2017 1:00,25.8,ug m-3 as NO2,R
CT3,NOX,12/1/2017 2:00,22.3,ug m-3 as NO2,R
CT3,NOX,12/1/2017 3:00,19.2,ug m-3 as NO2,R
CT3,NOX,12/1/2017 4:00,22.7,ug m-3 as NO2,R
CT3,NOX,12/1/2017 5:00,29.2,ug m-3 as NO2,R
CT3,NOX,12/1/2017 6:00,46.6,ug m-3 as NO2,R
CT3,NOX,12/1/2017 7:00,63.9,ug m-3 as NO2,R
CT3,NOX,12/1/2017 8:00,79.3,ug m-3 as NO2,R
CT3,NOX,12/1/2017 9:00,87.3,ug m-3 as NO2,R
CT3,NOX,12/1/2017 10:00,77.8,ug m-3 as NO2,R
CT3,NOX,12/1/2017 11:00,73.2,ug m-3 as NO2,R
CT3,NOX,12/1/2017 12:00,96.2,ug m-3 as NO2,R
CT3,NOX,12/1/2017 13:00,78,ug m-3 as NO2,R
CT3,NOX,12/1/2017 14:00,119.2,ug m-3 as NO2,R
CT3,NOX,12/1/2017 15:00,68.7,ug m-3 as NO2,R
CT3,NOX,12/1/2017 16:00,115.5,ug m-3 as NO2,R
CT3,NOX,12/1/2017 17:00,68.5,ug m-3 as NO2,R
CT3,NOX,12/1/2017 18:00,79,ug m-3 as NO2,R
CT3,NOX,12/1/2017 19:00,56.6,ug m-3 as NO2,R
CT3,NOX,12/1/2017 20:00,66.1,ug m-3 as NO2,R
CT3,NOX,12/1/2017 21:00,66.8,ug m-3 as NO2,R
CT3,NOX,12/1/2017 22:00,51.3,ug m-3 as NO2,R
CT3,NOX,12/1/2017 23:00,47.1,ug m-3 as NO2,R
CT3,NOX,13/01/2017 00:00,43.8,ug m-3 as NO2,R
CT3,NOX,13/01/2017 01:00,35.2,ug m-3 as NO2,R
CT3,NOX,13/01/2017 02:00,35.1,ug m-3 as NO2,R
CT3,NOX,13/01/2017 03:00,39.8,ug m-3 as NO2,R
CT3,NOX,13/01/2017 04:00,48,ug m-3 as NO2,R
CT3,NOX,13/01/2017 05:00,56.1,ug m-3 as NO2,R
CT3,NOX,13/01/2017 06:00,72.7,ug m-3 as NO2,R
CT3,NOX,13/01/2017 07:00,96.2,ug m-3 as NO2,R
CT3,NOX,13/01/2017 08:00,84.8,ug m-3 as NO2,R
CT3,NOX,13/01/2017 09:00,100.1,ug m-3 as NO2,R
CT3,NOX,13/01/2017 10:00,73.9,ug m-3 as NO2,R
CT3,NOX,13/01/2017 11:00,90.8,ug m-3 as NO2,R
CT3,NOX,13/01/2017 12:00,96,ug m-3 as NO2,R
CT3,NOX,13/01/2017 13:00,82.5,ug m-3 as NO2,R
CT3,NOX,13/01/2017 14:00,84.5,ug m-3 as NO2,R
CT3,NOX,13/01/2017 15:00,94.7,ug m-3 as NO2,R
CT3,NOX,13/01/2017 16:00,103.4,ug m-3 as NO2,R
CT3,NOX,13/01/2017 17:00,91.9,ug m-3 as NO2,R
CT3,NOX,13/01/2017 18:00,109.4,ug m-3 as NO2,R
CT3,NOX,13/01/2017 19:00,95.6,ug m-3 as NO2,R
CT3,NOX,13/01/2017 20:00,81.8,ug m-3 as NO2,R
CT3,NOX,13/01/2017 21:00,72.4,ug m-3 as NO2,R
CT3,NOX,13/01/2017 22:00,65,ug m-3 as NO2,R
CT3,NOX,13/01/2017 23:00,61.1,ug m-3 as NO2,R
CT3,NOX,14/01/2017 00:00,61.4,ug m-3 as NO2,R
CT3,NOX,14/01/2017 01:00,49.6,ug m-3 as NO2,R
CT3,NOX,14/01/2017 02:00,42,ug m-3 as NO2,R
CT3,NOX,14/01/2017 03:00,42.4,ug m-3 as NO2,R
CT3,NOX,14/01/2017 04:00,42,ug m-3 as NO2,R
CT3,NOX,14/01/2017 05:00,39.9,ug m-3 as NO2,R
CT3,NOX,14/01/2017 06:00,57.5,ug m-3 as NO2,R
CT3,NOX,14/01/2017 07:00,75.5,ug m-3 as NO2,R
CT3,NOX,14/01/2017 08:00,95.3,ug m-3 as NO2,R
CT3,NOX,14/01/2017 09:00,126.1,ug m-3 as NO2,R
CT3,NOX,14/01/2017 10:00,121.7,ug m-3 as NO2,R
CT3,NOX,14/01/2017 11:00,102,ug m-3 as NO2,R
CT3,NOX,14/01/2017 12:00,91.6,ug m-3 as NO2,R
CT3,NOX,14/01/2017 13:00,81.2,ug m-3 as NO2,R
CT3,NOX,14/01/2017 14:00,91,ug m-3 as NO2,R
CT3,NOX,14/01/2017 15:00,137.39999,ug m-3 as NO2,R
CT3,NOX,14/01/2017 16:00,100.7,ug m-3 as NO2,R
CT3,NOX,14/01/2017 17:00,107.6,ug m-3 as NO2,R
CT3,NOX,14/01/2017 18:00,111.1,ug m-3 as NO2,R
CT3,NOX,14/01/2017 19:00,97.8,ug m-3 as NO2,R
CT3,NOX,14/01/2017 20:00,126.9,ug m-3 as NO2,R
CT3,NOX,14/01/2017 21:00,118.5,ug m-3 as NO2,R
CT3,NOX,14/01/2017 22:00,109.9,ug m-3 as NO2,R
CT3,NOX,14/01/2017 23:00,119.7,ug m-3 as NO2,R
CT3,NOX,15/01/2017 00:00,97,ug m-3 as NO2,R
CT3,NOX,15/01/2017 01:00,93.9,ug m-3 as NO2,R
CT3,NOX,15/01/2017 02:00,75.8,ug m-3 as NO2,R
CT3,NOX,15/01/2017 03:00,60.3,ug m-3 as NO2,R
CT3,NOX,15/01/2017 04:00,50.1,ug m-3 as NO2,R
CT3,NOX,15/01/2017 05:00,50.6,ug m-3 as NO2,R
CT3,NOX,15/01/2017 06:00,56.3,ug m-3 as NO2,R
CT3,NOX,15/01/2017 07:00,67.8,ug m-3 as NO2,R
CT3,NOX,15/01/2017 08:00,62.5,ug m-3 as NO2,R
CT3,NOX,15/01/2017 09:00,72.2,ug m-3 as NO2,R
CT3,NOX,15/01/2017 10:00,67,ug m-3 as NO2,R
CT3,NOX,15/01/2017 11:00,76.8,ug m-3 as NO2,R
CT3,NOX,15/01/2017 12:00,101.5,ug m-3 as NO2,R
CT3,NOX,15/01/2017 13:00,77.2,ug m-3 as NO2,R
CT3,NOX,15/01/2017 14:00,68.3,ug m-3 as NO2,R
CT3,NOX,15/01/2017 15:00,79.5,ug m-3 as NO2,R
CT3,NOX,15/01/2017 16:00,81.4,ug m-3 as NO2,R
CT3,NOX,15/01/2017 17:00,73,ug m-3 as NO2,R
CT3,NOX,15/01/2017 18:00,51.3,ug m-3 as NO2,R
CT3,NOX,15/01/2017 19:00,43,ug m-3 as NO2,R
CT3,NOX,15/01/2017 20:00,46.1,ug m-3 as NO2,R
CT3,NOX,15/01/2017 21:00,43.4,ug m-3 as NO2,R
CT3,NOX,15/01/2017 22:00,35.9,ug m-3 as NO2,R
CT3,NOX,15/01/2017 23:00,34.1,ug m-3 as NO2,R
CT3,NOX,16/01/2017 00:00,46.8,ug m-3 as NO2,R
CT3,NOX,16/01/2017 01:00,30.6,ug m-3 as NO2,R
CT3,NOX,16/01/2017 02:00,27.9,ug m-3 as NO2,R
CT3,NOX,16/01/2017 03:00,31.4,ug m-3 as NO2,R
CT3,NOX,16/01/2017 04:00,38.4,ug m-3 as NO2,R
CT3,NOX,16/01/2017 05:00,39.1,ug m-3 as NO2,R
CT3,NOX,16/01/2017 06:00,48.3,ug m-3 as NO2,R
CT3,NOX,16/01/2017 07:00,87.7,ug m-3 as NO2,R
CT3,NOX,16/01/2017 08:00,150,ug m-3 as NO2,R
CT3,NOX,16/01/2017 09:00,124.7,ug m-3 as NO2,R
CT3,NOX,16/01/2017 10:00,94.9,ug m-3 as NO2,R
CT3,NOX,16/01/2017 11:00,111.1,ug m-3 as NO2,R
CT3,NOX,16/01/2017 12:00,84.2,ug m-3 as NO2,R
CT3,NOX,16/01/2017 13:00,93.3,ug m-3 as NO2,R
CT3,NOX,16/01/2017 14:00,108.1,ug m-3 as NO2,R
CT3,NOX,16/01/2017 15:00,80.7,ug m-3 as NO2,R
CT3,NOX,16/01/2017 16:00,101,ug m-3 as NO2,R
CT3,NOX,16/01/2017 17:00,149.8,ug m-3 as NO2,R
CT3,NOX,16/01/2017 18:00,209.7,ug m-3 as NO2,R
CT3,NOX,16/01/2017 19:00,255.7,ug m-3 as NO2,R
CT3,NOX,16/01/2017 20:00,160.2,ug m-3 as NO2,R
CT3,NOX,16/01/2017 21:00,145.5,ug m-3 as NO2,R
CT3,NOX,16/01/2017 22:00,135.10001,ug m-3 as NO2,R
CT3,NOX,16/01/2017 23:00,181.7,ug m-3 as NO2,R
CT3,NOX,17/01/2017 00:00,141.39999,ug m-3 as NO2,R
CT3,NOX,17/01/2017 01:00,67.9,ug m-3 as NO2,R
CT3,NOX,17/01/2017 02:00,61.7,ug m-3 as NO2,R
CT3,NOX,17/01/2017 03:00,51.9,ug m-3 as NO2,R
CT3,NOX,17/01/2017 04:00,53,ug m-3 as NO2,R
CT3,NOX,17/01/2017 05:00,101.6,ug m-3 as NO2,R
CT3,NOX,17/01/2017 06:00,155,ug m-3 as NO2,R
CT3,NOX,17/01/2017 07:00,133.89999,ug m-3 as NO2,R
CT3,NOX,17/01/2017 08:00,209.10001,ug m-3 as NO2,R
CT3,NOX,17/01/2017 09:00,217.3,ug m-3 as NO2,R
CT3,NOX,17/01/2017 10:00,222.60001,ug m-3 as NO2,R
CT3,NOX,17/01/2017 11:00,161.5,ug m-3 as NO2,R
CT3,NOX,17/01/2017 12:00,118.5,ug m-3 as NO2,R
CT3,NOX,17/01/2017 13:00,80.6,ug m-3 as NO2,R
CT3,NOX,17/01/2017 14:00,102,ug m-3 as NO2,R
CT3,NOX,17/01/2017 15:00,80.6,ug m-3 as NO2,R
CT3,NOX,17/01/2017 16:00,149.60001,ug m-3 as NO2,R
CT3,NOX,17/01/2017 17:00,150.2,ug m-3 as NO2,R
CT3,NOX,17/01/2017 18:00,195.60001,ug m-3 as NO2,R
CT3,NOX,17/01/2017 19:00,190.39999,ug m-3 as NO2,R
CT3,NOX,17/01/2017 20:00,156,ug m-3 as NO2,R
CT3,NOX,17/01/2017 21:00,125.4,ug m-3 as NO2,R
CT3,NOX,17/01/2017 22:00,125.9,ug m-3 as NO2,R
CT3,NOX,17/01/2017 23:00,113.4,ug m-3 as NO2,R
CT3,NOX,18/01/2017 00:00,87.4,ug m-3 as NO2,R
CT3,NOX,18/01/2017 01:00,89.7,ug m-3 as NO2,R
CT3,NOX,18/01/2017 02:00,84.5,ug m-3 as NO2,R
CT3,NOX,18/01/2017 03:00,75.7,ug m-3 as NO2,R
CT3,NOX,18/01/2017 04:00,111.4,ug m-3 as NO2,R
CT3,NOX,18/01/2017 05:00,296.89999,ug m-3 as NO2,R
CT3,NOX,18/01/2017 06:00,429.10001,ug m-3 as NO2,R
CT3,NOX,18/01/2017 07:00,452.29999,ug m-3 as NO2,R
CT3,NOX,18/01/2017 08:00,625.40002,ug m-3 as NO2,R
CT3,NOX,18/01/2017 09:00,609.90002,ug m-3 as NO2,R
CT3,NOX,18/01/2017 10:00,429.10001,ug m-3 as NO2,R
CT3,NOX,18/01/2017 11:00,202,ug m-3 as NO2,R
CT3,NOX,18/01/2017 12:00,210.89999,ug m-3 as NO2,R
CT3,NOX,18/01/2017 13:00,282.5,ug m-3 as NO2,R
CT3,NOX,18/01/2017 14:00,212.8,ug m-3 as NO2,R
CT3,NOX,18/01/2017 15:00,222.60001,ug m-3 as NO2,R
CT3,NOX,18/01/2017 16:00,204.60001,ug m-3 as NO2,R
CT3,NOX,18/01/2017 17:00,241.7,ug m-3 as NO2,R
CT3,NOX,18/01/2017 18:00,250.39999,ug m-3 as NO2,R
CT3,NOX,18/01/2017 19:00,223.3,ug m-3 as NO2,R
CT3,NOX,18/01/2017 20:00,218.89999,ug m-3 as NO2,R
CT3,NOX,18/01/2017 21:00,224.10001,ug m-3 as NO2,R
CT3,NOX,18/01/2017 22:00,209.89999,ug m-3 as NO2,R
CT3,NOX,18/01/2017 23:00,248.5,ug m-3 as NO2,R
CT3,NOX,19/01/2017 00:00,228.89999,ug m-3 as NO2,R
CT3,NOX,19/01/2017 01:00,149.3,ug m-3 as NO2,R
CT3,NOX,19/01/2017 02:00,164,ug m-3 as NO2,R
CT3,NOX,19/01/2017 03:00,156.39999,ug m-3 as NO2,R
CT3,NOX,19/01/2017 04:00,161.7,ug m-3 as NO2,R
CT3,NOX,19/01/2017 05:00,119.7,ug m-3 as NO2,R
CT3,NOX,19/01/2017 06:00,167.7,ug m-3 as NO2,R
CT3,NOX,19/01/2017 07:00,215.60001,ug m-3 as NO2,R
CT3,NOX,19/01/2017 08:00,239,ug m-3 as NO2,R
CT3,NOX,19/01/2017 09:00,285.10001,ug m-3 as NO2,R
CT3,NOX,19/01/2017 10:00,282.89999,ug m-3 as NO2,R
CT3,NOX,19/01/2017 11:00,238.89999,ug m-3 as NO2,R
CT3,NOX,19/01/2017 12:00,199.7,ug m-3 as NO2,R
CT3,NOX,19/01/2017 13:00,195.39999,ug m-3 as NO2,R
CT3,NOX,19/01/2017 14:00,187.60001,ug m-3 as NO2,R
CT3,NOX,19/01/2017 15:00,194,ug m-3 as NO2,R
CT3,NOX,19/01/2017 16:00,187.60001,ug m-3 as NO2,R
CT3,NOX,19/01/2017 17:00,166.3,ug m-3 as NO2,R
CT3,NOX,19/01/2017 18:00,194.8,ug m-3 as NO2,R
CT3,NOX,19/01/2017 19:00,219.3,ug m-3 as NO2,R
CT3,NOX,19/01/2017 20:00,204,ug m-3 as NO2,R
CT3,NOX,19/01/2017 21:00,198.5,ug m-3 as NO2,R
CT3,NOX,19/01/2017 22:00,167.89999,ug m-3 as NO2,R
CT3,NOX,19/01/2017 23:00,149.5,ug m-3 as NO2,R
CT3,NOX,20/01/2017 00:00,134.89999,ug m-3 as NO2,R
CT3,NOX,20/01/2017 01:00,126.3,ug m-3 as NO2,R
CT3,NOX,20/01/2017 02:00,130.60001,ug m-3 as NO2,R
CT3,NOX,20/01/2017 03:00,123.3,ug m-3 as NO2,R
CT3,NOX,20/01/2017 04:00,112.7,ug m-3 as NO2,R
CT3,NOX,20/01/2017 05:00,109.1,ug m-3 as NO2,R
CT3,NOX,20/01/2017 06:00,120.5,ug m-3 as NO2,R
CT3,NOX,20/01/2017 07:00,178.60001,ug m-3 as NO2,R
CT3,NOX,20/01/2017 08:00,267,ug m-3 as NO2,R
CT3,NOX,20/01/2017 09:00,273.60001,ug m-3 as NO2,R
CT3,NOX,20/01/2017 10:00,244.60001,ug m-3 as NO2,R
CT3,NOX,20/01/2017 11:00,208.39999,ug m-3 as NO2,R
CT3,NOX,20/01/2017 12:00,186.60001,ug m-3 as NO2,R
CT3,NOX,20/01/2017 13:00,145.10001,ug m-3 as NO2,R
CT3,NOX,20/01/2017 14:00,143.7,ug m-3 as NO2,R
CT3,NOX,20/01/2017 15:00,165.3,ug m-3 as NO2,R
CT3,NOX,20/01/2017 16:00,138.10001,ug m-3 as NO2,R
CT3,NOX,20/01/2017 17:00,133.3,ug m-3 as NO2,R
CT3,NOX,20/01/2017 18:00,128.2,ug m-3 as NO2,R
CT3,NOX,20/01/2017 19:00,155,ug m-3 as NO2,R
CT3,NOX,20/01/2017 20:00,156.39999,ug m-3 as NO2,R
CT3,NOX,20/01/2017 21:00,207.7,ug m-3 as NO2,R
CT3,NOX,20/01/2017 22:00,158.2,ug m-3 as NO2,R
CT3,NOX,20/01/2017 23:00,138.5,ug m-3 as NO2,R
CT3,NOX,21/01/2017 00:00,142.7,ug m-3 as NO2,R
CT3,NOX,21/01/2017 01:00,150.10001,ug m-3 as NO2,R
CT3,NOX,21/01/2017 02:00,138.60001,ug m-3 as NO2,R
CT3,NOX,21/01/2017 03:00,127.3,ug m-3 as NO2,R
CT3,NOX,21/01/2017 04:00,105,ug m-3 as NO2,R
CT3,NOX,21/01/2017 05:00,102.4,ug m-3 as NO2,R
CT3,NOX,21/01/2017 06:00,119.4,ug m-3 as NO2,R
CT3,NOX,21/01/2017 07:00,145.39999,ug m-3 as NO2,R
CT3,NOX,21/01/2017 08:00,196.8,ug m-3 as NO2,R
CT3,NOX,21/01/2017 09:00,217.7,ug m-3 as NO2,R
