Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT3,NO,1/1/2017 0:00,3.5,ug m-3,R
CT3,NO,1/1/2017 1:00,3.6,ug m-3,R
CT3,NO,1/1/2017 2:00,2.2,ug m-3,R
CT3,NO,1/1/2017 3:00,2.1,ug m-3,R
CT3,NO,1/1/2017 4:00,3.3,ug m-3,R
CT3,NO,1/1/2017 5:00,2.1,ug m-3,R
CT3,NO,1/1/2017 6:00,4.4,ug m-3,R
CT3,NO,1/1/2017 7:00,5.1,ug m-3,R
CT3,NO,1/1/2017 8:00,7.4,ug m-3,R
CT3,NO,1/1/2017 9:00,6.5,ug m-3,R
CT3,NO,1/1/2017 10:00,4.6,ug m-3,R
CT3,NO,1/1/2017 11:00,3.7,ug m-3,R
CT3,NO,1/1/2017 12:00,3.3,ug m-3,R
CT3,NO,1/1/2017 13:00,3,ug m-3,R
CT3,NO,1/1/2017 14:00,3.5,ug m-3,R
CT3,NO,1/1/2017 15:00,3.7,ug m-3,R
CT3,NO,1/1/2017 16:00,3.5,ug m-3,R
CT3,NO,1/1/2017 17:00,3.4,ug m-3,R
CT3,NO,1/1/2017 18:00,3.5,ug m-3,R
CT3,NO,1/1/2017 19:00,2.4,ug m-3,R
CT3,NO,1/1/2017 20:00,2.5,ug m-3,R
CT3,NO,1/1/2017 21:00,4,ug m-3,R
CT3,NO,1/1/2017 22:00,4,ug m-3,R
CT3,NO,1/1/2017 23:00,3.8,ug m-3,R
CT3,NO,2/1/2017 0:00,5.2,ug m-3,R
CT3,NO,2/1/2017 1:00,2.3,ug m-3,R
CT3,NO,2/1/2017 2:00,2.3,ug m-3,R
CT3,NO,2/1/2017 3:00,3.2,ug m-3,R
CT3,NO,2/1/2017 4:00,5.4,ug m-3,R
CT3,NO,2/1/2017 5:00,6.6,ug m-3,R
CT3,NO,2/1/2017 6:00,4.7,ug m-3,R
CT3,NO,2/1/2017 7:00,6.2,ug m-3,R
CT3,NO,2/1/2017 8:00,4,ug m-3,R
CT3,NO,2/1/2017 9:00,6.1,ug m-3,R
CT3,NO,2/1/2017 10:00,6.4,ug m-3,R
CT3,NO,2/1/2017 11:00,6.6,ug m-3,R
CT3,NO,2/1/2017 12:00,7.1,ug m-3,R
CT3,NO,2/1/2017 13:00,7,ug m-3,R
CT3,NO,2/1/2017 14:00,7.7,ug m-3,R
CT3,NO,2/1/2017 15:00,7.3,ug m-3,R
CT3,NO,2/1/2017 16:00,8.9,ug m-3,R
CT3,NO,2/1/2017 17:00,17.6,ug m-3,R
CT3,NO,2/1/2017 18:00,29.6,ug m-3,R
CT3,NO,2/1/2017 19:00,23.3,ug m-3,R
CT3,NO,2/1/2017 20:00,19.8,ug m-3,R
CT3,NO,2/1/2017 21:00,24.2,ug m-3,R
CT3,NO,2/1/2017 22:00,26.2,ug m-3,R
CT3,NO,2/1/2017 23:00,47.1,ug m-3,R
CT3,NO,3/1/2017 0:00,48.6,ug m-3,R
CT3,NO,3/1/2017 1:00,37.8,ug m-3,R
CT3,NO,3/1/2017 2:00,38,ug m-3,R
CT3,NO,3/1/2017 3:00,34.1,ug m-3,R
CT3,NO,3/1/2017 4:00,20.5,ug m-3,R
CT3,NO,3/1/2017 5:00,13.4,ug m-3,R
CT3,NO,3/1/2017 6:00,21.5,ug m-3,R
CT3,NO,3/1/2017 7:00,42.1,ug m-3,R
CT3,NO,3/1/2017 8:00,65.3,ug m-3,R
CT3,NO,3/1/2017 9:00,77.4,ug m-3,R
CT3,NO,3/1/2017 10:00,85.4,ug m-3,R
CT3,NO,3/1/2017 11:00,60.7,ug m-3,R
CT3,NO,3/1/2017 12:00,42.9,ug m-3,R
CT3,NO,3/1/2017 13:00,36.2,ug m-3,R
CT3,NO,3/1/2017 14:00,33,ug m-3,R
CT3,NO,3/1/2017 15:00,13.5,ug m-3,R
CT3,NO,3/1/2017 16:00,17.6,ug m-3,R
CT3,NO,3/1/2017 17:00,23.7,ug m-3,R
CT3,NO,3/1/2017 18:00,28.3,ug m-3,R
CT3,NO,3/1/2017 19:00,33.4,ug m-3,R
CT3,NO,3/1/2017 20:00,17.6,ug m-3,R
CT3,NO,3/1/2017 21:00,11.6,ug m-3,R
CT3,NO,3/1/2017 22:00,9.8,ug m-3,R
CT3,NO,3/1/2017 23:00,7.4,ug m-3,R
CT3,NO,4/1/2017 0:00,5.3,ug m-3,R
CT3,NO,4/1/2017 1:00,3.5,ug m-3,R
CT3,NO,4/1/2017 2:00,3.6,ug m-3,R
CT3,NO,4/1/2017 3:00,4.1,ug m-3,R
CT3,NO,4/1/2017 4:00,5.5,ug m-3,R
CT3,NO,4/1/2017 5:00,10,ug m-3,R
CT3,NO,4/1/2017 6:00,27.9,ug m-3,R
CT3,NO,4/1/2017 7:00,28.8,ug m-3,R
CT3,NO,4/1/2017 8:00,39.8,ug m-3,R
CT3,NO,4/1/2017 9:00,36.4,ug m-3,R
CT3,NO,4/1/2017 10:00,36.8,ug m-3,R
CT3,NO,4/1/2017 11:00,24.6,ug m-3,R
CT3,NO,4/1/2017 12:00,,ug m-3,R
CT3,NO,4/1/2017 13:00,10.3,ug m-3,R
CT3,NO,4/1/2017 14:00,8.7,ug m-3,R
CT3,NO,4/1/2017 15:00,8.1,ug m-3,R
CT3,NO,4/1/2017 16:00,9.7,ug m-3,R
CT3,NO,4/1/2017 17:00,14,ug m-3,R
CT3,NO,4/1/2017 18:00,17.1,ug m-3,R
CT3,NO,4/1/2017 19:00,18.4,ug m-3,R
CT3,NO,4/1/2017 20:00,18.2,ug m-3,R
CT3,NO,4/1/2017 21:00,16.5,ug m-3,R
CT3,NO,4/1/2017 22:00,16.4,ug m-3,R
CT3,NO,4/1/2017 23:00,14.8,ug m-3,R
CT3,NO,5/1/2017 0:00,10.4,ug m-3,R
CT3,NO,5/1/2017 1:00,6.5,ug m-3,R
CT3,NO,5/1/2017 2:00,9.7,ug m-3,R
CT3,NO,5/1/2017 3:00,6.4,ug m-3,R
CT3,NO,5/1/2017 4:00,10.4,ug m-3,R
CT3,NO,5/1/2017 5:00,13.2,ug m-3,R
CT3,NO,5/1/2017 6:00,22.5,ug m-3,R
CT3,NO,5/1/2017 7:00,39.6,ug m-3,R
CT3,NO,5/1/2017 8:00,34.2,ug m-3,R
CT3,NO,5/1/2017 9:00,55,ug m-3,R
CT3,NO,5/1/2017 10:00,49,ug m-3,R
CT3,NO,5/1/2017 11:00,52.9,ug m-3,R
CT3,NO,5/1/2017 12:00,77.8,ug m-3,R
CT3,NO,5/1/2017 13:00,133.5,ug m-3,R
CT3,NO,5/1/2017 14:00,44.4,ug m-3,R
CT3,NO,5/1/2017 15:00,31.7,ug m-3,R
CT3,NO,5/1/2017 16:00,51.6,ug m-3,R
CT3,NO,5/1/2017 17:00,76.3,ug m-3,R
CT3,NO,5/1/2017 18:00,115.6,ug m-3,R
CT3,NO,5/1/2017 19:00,149.5,ug m-3,R
CT3,NO,5/1/2017 20:00,215.2,ug m-3,R
CT3,NO,5/1/2017 21:00,169.10001,ug m-3,R
CT3,NO,5/1/2017 22:00,142.5,ug m-3,R
CT3,NO,5/1/2017 23:00,115.7,ug m-3,R
CT3,NO,6/1/2017 0:00,177.7,ug m-3,R
CT3,NO,6/1/2017 1:00,191.7,ug m-3,R
CT3,NO,6/1/2017 2:00,113,ug m-3,R
CT3,NO,6/1/2017 3:00,110.7,ug m-3,R
CT3,NO,6/1/2017 4:00,154.5,ug m-3,R
CT3,NO,6/1/2017 5:00,131.89999,ug m-3,R
CT3,NO,6/1/2017 6:00,82.3,ug m-3,R
CT3,NO,6/1/2017 7:00,58.6,ug m-3,R
CT3,NO,6/1/2017 8:00,54.3,ug m-3,R
CT3,NO,6/1/2017 9:00,42.9,ug m-3,R
CT3,NO,6/1/2017 10:00,,ug m-3,R
CT3,NO,6/1/2017 11:00,,ug m-3,R
CT3,NO,6/1/2017 12:00,23.2,ug m-3,R
CT3,NO,6/1/2017 13:00,18.6,ug m-3,R
CT3,NO,6/1/2017 14:00,12.6,ug m-3,R
CT3,NO,6/1/2017 15:00,12.8,ug m-3,R
CT3,NO,6/1/2017 16:00,11.7,ug m-3,R
CT3,NO,6/1/2017 17:00,17,ug m-3,R
CT3,NO,6/1/2017 18:00,8.6,ug m-3,R
CT3,NO,6/1/2017 19:00,5.7,ug m-3,R
CT3,NO,6/1/2017 20:00,3.6,ug m-3,R
CT3,NO,6/1/2017 21:00,3.4,ug m-3,R
CT3,NO,6/1/2017 22:00,2.3,ug m-3,R
CT3,NO,6/1/2017 23:00,2.2,ug m-3,R
CT3,NO,7/1/2017 0:00,1.2,ug m-3,R
CT3,NO,7/1/2017 1:00,1.2,ug m-3,R
CT3,NO,7/1/2017 2:00,0.8,ug m-3,R
CT3,NO,7/1/2017 3:00,1.2,ug m-3,R
CT3,NO,7/1/2017 4:00,2,ug m-3,R
CT3,NO,7/1/2017 5:00,3.4,ug m-3,R
CT3,NO,7/1/2017 6:00,11.3,ug m-3,R
CT3,NO,7/1/2017 7:00,27.1,ug m-3,R
CT3,NO,7/1/2017 8:00,33.7,ug m-3,R
CT3,NO,7/1/2017 9:00,54,ug m-3,R
CT3,NO,7/1/2017 10:00,44.5,ug m-3,R
CT3,NO,7/1/2017 11:00,45.1,ug m-3,R
CT3,NO,7/1/2017 12:00,41.7,ug m-3,R
CT3,NO,7/1/2017 13:00,21.3,ug m-3,R
CT3,NO,7/1/2017 14:00,22.6,ug m-3,R
CT3,NO,7/1/2017 15:00,28.7,ug m-3,R
CT3,NO,7/1/2017 16:00,24.7,ug m-3,R
CT3,NO,7/1/2017 17:00,34.5,ug m-3,R
CT3,NO,7/1/2017 18:00,32.5,ug m-3,R
CT3,NO,7/1/2017 19:00,43.2,ug m-3,R
CT3,NO,7/1/2017 20:00,47.3,ug m-3,R
CT3,NO,7/1/2017 21:00,100.2,ug m-3,R
CT3,NO,7/1/2017 22:00,87,ug m-3,R
CT3,NO,7/1/2017 23:00,39.9,ug m-3,R
CT3,NO,8/1/2017 0:00,39.3,ug m-3,R
CT3,NO,8/1/2017 1:00,24.4,ug m-3,R
CT3,NO,8/1/2017 2:00,17.5,ug m-3,R
CT3,NO,8/1/2017 3:00,13.2,ug m-3,R
CT3,NO,8/1/2017 4:00,14.3,ug m-3,R
CT3,NO,8/1/2017 5:00,11.2,ug m-3,R
CT3,NO,8/1/2017 6:00,30.5,ug m-3,R
CT3,NO,8/1/2017 7:00,46.2,ug m-3,R
CT3,NO,8/1/2017 8:00,37,ug m-3,R
CT3,NO,8/1/2017 9:00,66.5,ug m-3,R
CT3,NO,8/1/2017 10:00,62.8,ug m-3,R
CT3,NO,8/1/2017 11:00,32.9,ug m-3,R
CT3,NO,8/1/2017 12:00,16.1,ug m-3,R
CT3,NO,8/1/2017 13:00,11.6,ug m-3,R
CT3,NO,8/1/2017 14:00,6.6,ug m-3,R
CT3,NO,8/1/2017 15:00,7,ug m-3,R
CT3,NO,8/1/2017 16:00,7.2,ug m-3,R
CT3,NO,8/1/2017 17:00,18.5,ug m-3,R
CT3,NO,8/1/2017 18:00,12.2,ug m-3,R
CT3,NO,8/1/2017 19:00,14.4,ug m-3,R
CT3,NO,8/1/2017 20:00,19.9,ug m-3,R
CT3,NO,8/1/2017 21:00,17.7,ug m-3,R
CT3,NO,8/1/2017 22:00,20.3,ug m-3,R
CT3,NO,8/1/2017 23:00,10.1,ug m-3,R
CT3,NO,9/1/2017 0:00,1.3,ug m-3,R
CT3,NO,9/1/2017 1:00,1.6,ug m-3,R
CT3,NO,9/1/2017 2:00,1.5,ug m-3,R
CT3,NO,9/1/2017 3:00,2.5,ug m-3,R
CT3,NO,9/1/2017 4:00,2.5,ug m-3,R
CT3,NO,9/1/2017 5:00,3.5,ug m-3,R
CT3,NO,9/1/2017 6:00,6.9,ug m-3,R
CT3,NO,9/1/2017 7:00,10.2,ug m-3,R
CT3,NO,9/1/2017 8:00,11.1,ug m-3,R
CT3,NO,9/1/2017 9:00,14.5,ug m-3,R
CT3,NO,9/1/2017 10:00,14.3,ug m-3,R
CT3,NO,9/1/2017 11:00,9.3,ug m-3,R
CT3,NO,9/1/2017 12:00,8.6,ug m-3,R
CT3,NO,9/1/2017 13:00,9.4,ug m-3,R
CT3,NO,9/1/2017 14:00,7.1,ug m-3,R
CT3,NO,9/1/2017 15:00,4.9,ug m-3,R
CT3,NO,9/1/2017 16:00,4.2,ug m-3,R
CT3,NO,9/1/2017 17:00,3.9,ug m-3,R
CT3,NO,9/1/2017 18:00,14.3,ug m-3,R
CT3,NO,9/1/2017 19:00,9.6,ug m-3,R
CT3,NO,9/1/2017 20:00,11.1,ug m-3,R
CT3,NO,9/1/2017 21:00,13.8,ug m-3,R
CT3,NO,9/1/2017 22:00,11.8,ug m-3,R
CT3,NO,9/1/2017 23:00,5.4,ug m-3,R
CT3,NO,10/1/2017 0:00,4.6,ug m-3,R
CT3,NO,10/1/2017 1:00,3,ug m-3,R
CT3,NO,10/1/2017 2:00,3,ug m-3,R
CT3,NO,10/1/2017 3:00,2.6,ug m-3,R
CT3,NO,10/1/2017 4:00,3.2,ug m-3,R
CT3,NO,10/1/2017 5:00,6.9,ug m-3,R
CT3,NO,10/1/2017 6:00,9.7,ug m-3,R
CT3,NO,10/1/2017 7:00,26.9,ug m-3,R
CT3,NO,10/1/2017 8:00,55.6,ug m-3,R
CT3,NO,10/1/2017 9:00,66.4,ug m-3,R
CT3,NO,10/1/2017 10:00,71.2,ug m-3,R
CT3,NO,10/1/2017 11:00,43.4,ug m-3,R
CT3,NO,10/1/2017 12:00,32.9,ug m-3,R
CT3,NO,10/1/2017 13:00,29.4,ug m-3,R
CT3,NO,10/1/2017 14:00,18.9,ug m-3,R
CT3,NO,10/1/2017 15:00,34.5,ug m-3,R
CT3,NO,10/1/2017 16:00,21.5,ug m-3,R
CT3,NO,10/1/2017 17:00,28,ug m-3,R
CT3,NO,10/1/2017 18:00,34.3,ug m-3,R
CT3,NO,10/1/2017 19:00,19.1,ug m-3,R
CT3,NO,10/1/2017 20:00,17,ug m-3,R
CT3,NO,10/1/2017 21:00,9.4,ug m-3,R
CT3,NO,10/1/2017 22:00,10.2,ug m-3,R
CT3,NO,10/1/2017 23:00,4.1,ug m-3,R
CT3,NO,11/1/2017 0:00,2.3,ug m-3,R
CT3,NO,11/1/2017 1:00,1.5,ug m-3,R
CT3,NO,11/1/2017 2:00,1.3,ug m-3,R
CT3,NO,11/1/2017 3:00,1.3,ug m-3,R
CT3,NO,11/1/2017 4:00,3.1,ug m-3,R
CT3,NO,11/1/2017 5:00,4.7,ug m-3,R
CT3,NO,11/1/2017 6:00,15.4,ug m-3,R
CT3,NO,11/1/2017 7:00,24.1,ug m-3,R
CT3,NO,11/1/2017 8:00,37.2,ug m-3,R
CT3,NO,11/1/2017 9:00,65.6,ug m-3,R
CT3,NO,11/1/2017 10:00,44.7,ug m-3,R
CT3,NO,11/1/2017 11:00,16.6,ug m-3,R
CT3,NO,11/1/2017 12:00,19.9,ug m-3,R
CT3,NO,11/1/2017 13:00,15.6,ug m-3,R
CT3,NO,11/1/2017 14:00,11.9,ug m-3,R
CT3,NO,11/1/2017 15:00,9.1,ug m-3,R
CT3,NO,11/1/2017 16:00,15.8,ug m-3,R
CT3,NO,11/1/2017 17:00,15.8,ug m-3,R
CT3,NO,11/1/2017 18:00,13.9,ug m-3,R
CT3,NO,11/1/2017 19:00,12.8,ug m-3,R
CT3,NO,11/1/2017 20:00,5.9,ug m-3,R
CT3,NO,11/1/2017 21:00,6.9,ug m-3,R
CT3,NO,11/1/2017 22:00,4.5,ug m-3,R
CT3,NO,11/1/2017 23:00,4,ug m-3,R
CT3,NO,12/1/2017 0:00,4.2,ug m-3,R
CT3,NO,12/1/2017 1:00,2.9,ug m-3,R
CT3,NO,12/1/2017 2:00,1.9,ug m-3,R
CT3,NO,12/1/2017 3:00,0.9,ug m-3,R
CT3,NO,12/1/2017 4:00,2.1,ug m-3,R
CT3,NO,12/1/2017 5:00,3,ug m-3,R
CT3,NO,12/1/2017 6:00,5.8,ug m-3,R
CT3,NO,12/1/2017 7:00,8.4,ug m-3,R
CT3,NO,12/1/2017 8:00,13.8,ug m-3,R
CT3,NO,12/1/2017 9:00,16.7,ug m-3,R
CT3,NO,12/1/2017 10:00,13.7,ug m-3,R
CT3,NO,12/1/2017 11:00,13.3,ug m-3,R
CT3,NO,12/1/2017 12:00,20.8,ug m-3,R
CT3,NO,12/1/2017 13:00,15.2,ug m-3,R
CT3,NO,12/1/2017 14:00,32.1,ug m-3,R
CT3,NO,12/1/2017 15:00,12.5,ug m-3,R
CT3,NO,12/1/2017 16:00,30.7,ug m-3,R
CT3,NO,12/1/2017 17:00,11.9,ug m-3,R
CT3,NO,12/1/2017 18:00,18.6,ug m-3,R
CT3,NO,12/1/2017 19:00,11.3,ug m-3,R
CT3,NO,12/1/2017 20:00,11.5,ug m-3,R
CT3,NO,12/1/2017 21:00,12.9,ug m-3,R
CT3,NO,12/1/2017 22:00,8,ug m-3,R
CT3,NO,12/1/2017 23:00,6.5,ug m-3,R
CT3,NO,13/01/2017 00:00,4.1,ug m-3,R
CT3,NO,13/01/2017 01:00,2.3,ug m-3,R
CT3,NO,13/01/2017 02:00,2.5,ug m-3,R
CT3,NO,13/01/2017 03:00,3.4,ug m-3,R
CT3,NO,13/01/2017 04:00,5.9,ug m-3,R
CT3,NO,13/01/2017 05:00,11.7,ug m-3,R
CT3,NO,13/01/2017 06:00,14.1,ug m-3,R
CT3,NO,13/01/2017 07:00,23.4,ug m-3,R
CT3,NO,13/01/2017 08:00,15.1,ug m-3,R
CT3,NO,13/01/2017 09:00,21.9,ug m-3,R
CT3,NO,13/01/2017 10:00,15.2,ug m-3,R
CT3,NO,13/01/2017 11:00,21.6,ug m-3,R
CT3,NO,13/01/2017 12:00,26,ug m-3,R
CT3,NO,13/01/2017 13:00,20.4,ug m-3,R
CT3,NO,13/01/2017 14:00,20,ug m-3,R
CT3,NO,13/01/2017 15:00,22.9,ug m-3,R
CT3,NO,13/01/2017 16:00,24.9,ug m-3,R
CT3,NO,13/01/2017 17:00,21.9,ug m-3,R
CT3,NO,13/01/2017 18:00,28,ug m-3,R
CT3,NO,13/01/2017 19:00,21.8,ug m-3,R
CT3,NO,13/01/2017 20:00,14.8,ug m-3,R
CT3,NO,13/01/2017 21:00,12.8,ug m-3,R
CT3,NO,13/01/2017 22:00,10.3,ug m-3,R
CT3,NO,13/01/2017 23:00,9.6,ug m-3,R
CT3,NO,14/01/2017 00:00,10,ug m-3,R
CT3,NO,14/01/2017 01:00,6.6,ug m-3,R
CT3,NO,14/01/2017 02:00,4.1,ug m-3,R
CT3,NO,14/01/2017 03:00,3.8,ug m-3,R
CT3,NO,14/01/2017 04:00,3.1,ug m-3,R
CT3,NO,14/01/2017 05:00,3,ug m-3,R
CT3,NO,14/01/2017 06:00,6.5,ug m-3,R
CT3,NO,14/01/2017 07:00,12.6,ug m-3,R
CT3,NO,14/01/2017 08:00,21.1,ug m-3,R
CT3,NO,14/01/2017 09:00,38.4,ug m-3,R
CT3,NO,14/01/2017 10:00,35.3,ug m-3,R
CT3,NO,14/01/2017 11:00,30.1,ug m-3,R
CT3,NO,14/01/2017 12:00,23.9,ug m-3,R
CT3,NO,14/01/2017 13:00,17.2,ug m-3,R
CT3,NO,14/01/2017 14:00,21.4,ug m-3,R
CT3,NO,14/01/2017 15:00,44.5,ug m-3,R
CT3,NO,14/01/2017 16:00,22.9,ug m-3,R
CT3,NO,14/01/2017 17:00,26.3,ug m-3,R
CT3,NO,14/01/2017 18:00,28.7,ug m-3,R
CT3,NO,14/01/2017 19:00,22.5,ug m-3,R
CT3,NO,14/01/2017 20:00,40,ug m-3,R
CT3,NO,14/01/2017 21:00,34.8,ug m-3,R
CT3,NO,14/01/2017 22:00,31.6,ug m-3,R
CT3,NO,14/01/2017 23:00,37,ug m-3,R
CT3,NO,15/01/2017 00:00,26,ug m-3,R
CT3,NO,15/01/2017 01:00,21,ug m-3,R
CT3,NO,15/01/2017 02:00,14.9,ug m-3,R
CT3,NO,15/01/2017 03:00,9.8,ug m-3,R
CT3,NO,15/01/2017 04:00,6.2,ug m-3,R
CT3,NO,15/01/2017 05:00,4.9,ug m-3,R
CT3,NO,15/01/2017 06:00,5.9,ug m-3,R
CT3,NO,15/01/2017 07:00,11,ug m-3,R
CT3,NO,15/01/2017 08:00,9.5,ug m-3,R
CT3,NO,15/01/2017 09:00,15.1,ug m-3,R
CT3,NO,15/01/2017 10:00,12,ug m-3,R
CT3,NO,15/01/2017 11:00,15.1,ug m-3,R
CT3,NO,15/01/2017 12:00,25.3,ug m-3,R
CT3,NO,15/01/2017 13:00,15.9,ug m-3,R
CT3,NO,15/01/2017 14:00,12.6,ug m-3,R
CT3,NO,15/01/2017 15:00,17.1,ug m-3,R
CT3,NO,15/01/2017 16:00,18,ug m-3,R
CT3,NO,15/01/2017 17:00,15.6,ug m-3,R
CT3,NO,15/01/2017 18:00,8.3,ug m-3,R
CT3,NO,15/01/2017 19:00,5.3,ug m-3,R
CT3,NO,15/01/2017 20:00,7.2,ug m-3,R
CT3,NO,15/01/2017 21:00,6.4,ug m-3,R
CT3,NO,15/01/2017 22:00,5.1,ug m-3,R
CT3,NO,15/01/2017 23:00,5.1,ug m-3,R
CT3,NO,16/01/2017 00:00,10.5,ug m-3,R
CT3,NO,16/01/2017 01:00,5.7,ug m-3,R
CT3,NO,16/01/2017 02:00,4.1,ug m-3,R
CT3,NO,16/01/2017 03:00,3.2,ug m-3,R
CT3,NO,16/01/2017 04:00,4.4,ug m-3,R
CT3,NO,16/01/2017 05:00,6.6,ug m-3,R
CT3,NO,16/01/2017 06:00,9.5,ug m-3,R
CT3,NO,16/01/2017 07:00,24.4,ug m-3,R
CT3,NO,16/01/2017 08:00,58.8,ug m-3,R
CT3,NO,16/01/2017 09:00,42.2,ug m-3,R
CT3,NO,16/01/2017 10:00,28.1,ug m-3,R
CT3,NO,16/01/2017 11:00,35.2,ug m-3,R
CT3,NO,16/01/2017 12:00,19,ug m-3,R
CT3,NO,16/01/2017 13:00,25.2,ug m-3,R
CT3,NO,16/01/2017 14:00,31.9,ug m-3,R
CT3,NO,16/01/2017 15:00,15.5,ug m-3,R
CT3,NO,16/01/2017 16:00,25.6,ug m-3,R
CT3,NO,16/01/2017 17:00,52.7,ug m-3,R
CT3,NO,16/01/2017 18:00,78.9,ug m-3,R
CT3,NO,16/01/2017 19:00,115.8,ug m-3,R
CT3,NO,16/01/2017 20:00,55.4,ug m-3,R
CT3,NO,16/01/2017 21:00,47.3,ug m-3,R
CT3,NO,16/01/2017 22:00,41.6,ug m-3,R
CT3,NO,16/01/2017 23:00,70.9,ug m-3,R
CT3,NO,17/01/2017 00:00,45,ug m-3,R
CT3,NO,17/01/2017 01:00,6.6,ug m-3,R
CT3,NO,17/01/2017 02:00,5.7,ug m-3,R
CT3,NO,17/01/2017 03:00,4.3,ug m-3,R
CT3,NO,17/01/2017 04:00,5.5,ug m-3,R
CT3,NO,17/01/2017 05:00,34,ug m-3,R
CT3,NO,17/01/2017 06:00,63.8,ug m-3,R
CT3,NO,17/01/2017 07:00,52.9,ug m-3,R
CT3,NO,17/01/2017 08:00,98.7,ug m-3,R
CT3,NO,17/01/2017 09:00,101.8,ug m-3,R
CT3,NO,17/01/2017 10:00,100.4,ug m-3,R
CT3,NO,17/01/2017 11:00,56.3,ug m-3,R
CT3,NO,17/01/2017 12:00,35.6,ug m-3,R
CT3,NO,17/01/2017 13:00,18.9,ug m-3,R
CT3,NO,17/01/2017 14:00,27.6,ug m-3,R
CT3,NO,17/01/2017 15:00,14.5,ug m-3,R
CT3,NO,17/01/2017 16:00,52.5,ug m-3,R
CT3,NO,17/01/2017 17:00,48.8,ug m-3,R
CT3,NO,17/01/2017 18:00,75.1,ug m-3,R
CT3,NO,17/01/2017 19:00,68.1,ug m-3,R
CT3,NO,17/01/2017 20:00,55,ug m-3,R
CT3,NO,17/01/2017 21:00,36,ug m-3,R
CT3,NO,17/01/2017 22:00,35.5,ug m-3,R
CT3,NO,17/01/2017 23:00,27,ug m-3,R
CT3,NO,18/01/2017 00:00,13.4,ug m-3,R
CT3,NO,18/01/2017 01:00,16.7,ug m-3,R
CT3,NO,18/01/2017 02:00,13.8,ug m-3,R
CT3,NO,18/01/2017 03:00,12.1,ug m-3,R
CT3,NO,18/01/2017 04:00,30.6,ug m-3,R
CT3,NO,18/01/2017 05:00,149.60001,ug m-3,R
CT3,NO,18/01/2017 06:00,232.89999,ug m-3,R
CT3,NO,18/01/2017 07:00,240.39999,ug m-3,R
CT3,NO,18/01/2017 08:00,344.29999,ug m-3,R
CT3,NO,18/01/2017 09:00,326.29999,ug m-3,R
CT3,NO,18/01/2017 10:00,216.7,ug m-3,R
CT3,NO,18/01/2017 11:00,78.8,ug m-3,R
CT3,NO,18/01/2017 12:00,79.8,ug m-3,R
CT3,NO,18/01/2017 13:00,118.9,ug m-3,R
CT3,NO,18/01/2017 14:00,81.5,ug m-3,R
CT3,NO,18/01/2017 15:00,84.3,ug m-3,R
CT3,NO,18/01/2017 16:00,74.3,ug m-3,R
CT3,NO,18/01/2017 17:00,97.4,ug m-3,R
CT3,NO,18/01/2017 18:00,105.3,ug m-3,R
CT3,NO,18/01/2017 19:00,89,ug m-3,R
CT3,NO,18/01/2017 20:00,87.4,ug m-3,R
CT3,NO,18/01/2017 21:00,84,ug m-3,R
CT3,NO,18/01/2017 22:00,80.4,ug m-3,R
CT3,NO,18/01/2017 23:00,107.5,ug m-3,R
CT3,NO,19/01/2017 00:00,97.2,ug m-3,R
CT3,NO,19/01/2017 01:00,49.9,ug m-3,R
CT3,NO,19/01/2017 02:00,60.5,ug m-3,R
CT3,NO,19/01/2017 03:00,58.3,ug m-3,R
CT3,NO,19/01/2017 04:00,63,ug m-3,R
CT3,NO,19/01/2017 05:00,39.3,ug m-3,R
CT3,NO,19/01/2017 06:00,68.2,ug m-3,R
CT3,NO,19/01/2017 07:00,96.3,ug m-3,R
CT3,NO,19/01/2017 08:00,109.4,ug m-3,R
CT3,NO,19/01/2017 09:00,137.39999,ug m-3,R
CT3,NO,19/01/2017 10:00,135.39999,ug m-3,R
CT3,NO,19/01/2017 11:00,107.5,ug m-3,R
CT3,NO,19/01/2017 12:00,83,ug m-3,R
CT3,NO,19/01/2017 13:00,76,ug m-3,R
CT3,NO,19/01/2017 14:00,68.1,ug m-3,R
CT3,NO,19/01/2017 15:00,71.6,ug m-3,R
CT3,NO,19/01/2017 16:00,68.8,ug m-3,R
CT3,NO,19/01/2017 17:00,56.2,ug m-3,R
CT3,NO,19/01/2017 18:00,71.6,ug m-3,R
CT3,NO,19/01/2017 19:00,87.1,ug m-3,R
CT3,NO,19/01/2017 20:00,78.3,ug m-3,R
CT3,NO,19/01/2017 21:00,76.1,ug m-3,R
CT3,NO,19/01/2017 22:00,59.8,ug m-3,R
CT3,NO,19/01/2017 23:00,50,ug m-3,R
CT3,NO,20/01/2017 00:00,41.6,ug m-3,R
CT3,NO,20/01/2017 01:00,38.2,ug m-3,R
CT3,NO,20/01/2017 02:00,41.3,ug m-3,R
CT3,NO,20/01/2017 03:00,36.8,ug m-3,R
CT3,NO,20/01/2017 04:00,31.6,ug m-3,R
CT3,NO,20/01/2017 05:00,30.6,ug m-3,R
CT3,NO,20/01/2017 06:00,39.8,ug m-3,R
CT3,NO,20/01/2017 07:00,75,ug m-3,R
CT3,NO,20/01/2017 08:00,127.9,ug m-3,R
CT3,NO,20/01/2017 09:00,130.3,ug m-3,R
CT3,NO,20/01/2017 10:00,107.2,ug m-3,R
CT3,NO,20/01/2017 11:00,84.3,ug m-3,R
